StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Consent Statement,Zip,Age,Student Stat,Vac1,Vac2,Vac3,Vac5,Vac5_8_TEXT,Gen1,Gen1_6_TEXT,Gen2,Gen2_6_TEXT,Gen3,Gen3_7_TEXT,Gen4,Gen5,Gen5_6_TEXT,Gen6,Gen6_9_TEXT,Gen7,Gen7_6_TEXT,Thank You,Thank you!,Thank you!_8_TEXT
6/13/25 14:29,6/13/25 14:32,IP Address,100,166,True,6/13/25 14:32,R_15vaBHVaYffkFQg,anonymous,EN,I agree to take part in this study,97239,18 - 24,Yes,"Flu,COVID",Strongly agree,Strongly agree,,,"Healthcare Provider's office (off-campus),Student health center",,"To protect myself,To protect my friends and family,To stop the spread of disease in my community,My healthcare provider suggested it",,Healthcare Provider's Office (off-campus),,"Regularly for routine check-ups (e.g., yearly or more)","Pharmacist,Healthcare Provider",,Not Applicable,,Not Applicable,,,"Email or newsletter,School club or student organization",
6/17/25 11:47,6/17/25 11:52,IP Address,100,301,True,6/17/25 11:52,R_6fHQNgrh65dQQUT,qr,EN,I agree to take part in this study,97405,25 - 34,Yes,None,Somewhat agree,Neither agree nor disagree,"Too busy with work, school, or other responsibilities",,Student health center,,To stop the spread of disease in my community,,Student health center,,"Every so often, for general health concerns (e.g., every 2-3 years)","Pamphlets or brochures,Pharmacist,Healthcare Provider,Online sources (e.g. WebMD or other medical sites)",,"Scheduling conflicts (e.g., not open, no time off work/school)",,"Clear information on available services and locations,Better online resources and communication,Affordable services or health insurance coverage",,Would be helpful to get more information,Community organization or group,
6/17/25 12:37,6/17/25 12:39,IP Address,100,138,True,6/17/25 12:39,R_7iU4flBEbM7Dfhn,qr,EN,I agree to take part in this study,97403,25 - 34,No,"Flu,COVID",Strongly agree,Strongly agree,,,Pharmacy,,"To protect myself,To protect my friends and family,To stop the spread of disease in my community",,Healthcare Provider's Office (off-campus),,"Regularly for routine check-ups (e.g., yearly or more)","Pharmacist,Healthcare Provider,Online sources (e.g. WebMD or other medical sites),Social media,Friends and family",,"Scheduling conflicts (e.g., not open, no time off work/school),Long wait times (e.g. before or between visits),Cost or no insurance",,"Reliable transportation options,Clear information on available services and locations,Extended clinic hours,Shorter wait times, more appointment availability, and easier scheduling,Better online resources and communication,Affordable services or health insurance coverage",,,Community organization or group,
6/21/25 10:44,6/21/25 11:03,IP Address,100,1118,True,6/21/25 11:03,R_5dGcWKY5fPbaKqc,qr,EN,I agree to take part in this study,97404,35 - 44,No,COVID,Somewhat agree,Strongly agree,"Too busy with work, school, or other responsibilities",,Pharmacy,,"To protect myself,To protect my friends and family,To stop the spread of disease in my community,My healthcare provider suggested it",,Healthcare Provider's Office (off-campus),,"Regularly for routine check-ups (e.g., yearly or more)","Pharmacist,Healthcare Provider,Online sources (e.g. WebMD or other medical sites)",,Long wait times (e.g. before or between visits),,"Shorter wait times, more appointment availability, and easier scheduling",,,Community organization or group,
6/21/25 10:38,6/21/25 11:08,IP Address,100,1836,True,6/21/25 11:08,R_1lLCbITbQf4w4NM,qr,EN,I agree to take part in this study,97405,65+,No,"Flu,COVID",Somewhat agree,Somewhat agree,,,"Healthcare Provider's office (off-campus),Pharmacy",,"To protect myself,To protect my friends and family,To stop the spread of disease in my community,My healthcare provider suggested it",,Healthcare Provider's Office (off-campus),,"Regularly for routine check-ups (e.g., yearly or more)","Pharmacist,Healthcare Provider,Online sources (e.g. WebMD or other medical sites),Friends and family",,Other,"It’s hard to get an appointment quickly. If I’m feeling sick, I can call my doctor first thing and sometimes there’s appointments available. However, sometimes there is not and then I’m off to urgent care.","Shorter wait times, more appointment availability, and easier scheduling",,,Other,A researcher was at the farmers market and I scanned the QR code
6/21/25 11:20,6/21/25 11:28,IP Address,100,468,True,6/21/25 11:28,R_3h0xdUDuo7yYdYs,qr,EN,I agree to take part in this study,99224,18 - 24,Yes,"Flu,COVID",Strongly agree,Strongly agree,,,"Healthcare Provider's office (off-campus),Student health center",,"To protect myself,To protect my friends and family,To stop the spread of disease in my community,It's needed for school, work, or travel,My healthcare provider suggested it",,Healthcare Provider's Office (off-campus),,"Regularly for routine check-ups (e.g., yearly or more)","Pamphlets or brochures,Healthcare Provider,Online sources (e.g. WebMD or other medical sites),Social media,Friends and family",,"Scheduling conflicts (e.g., not open, no time off work/school),Long wait times (e.g. before or between visits)",,"Reliable transportation options,Clear information on available services and locations,Extended clinic hours,Shorter wait times, more appointment availability, and easier scheduling,Better online resources and communication,Affordable services or health insurance coverage",,,Other,Farmers market! 
6/21/25 11:32,6/21/25 11:42,IP Address,100,564,True,6/21/25 11:42,R_3lpvfJPWvEWQfn3,qr,EN,I agree to take part in this study,97401,18 - 24,Yes,None,Somewhat agree,Somewhat agree,"Too busy with work, school, or other responsibilities,Other",,"Pharmacy,Student health center,Community health center",,"To protect myself,To protect my friends and family,To stop the spread of disease in my community",,Student health center,,"Regularly for routine check-ups (e.g., yearly or more)","Pharmacist,Healthcare Provider,Online sources (e.g. WebMD or other medical sites)",,"Scheduling conflicts (e.g., not open, no time off work/school)",,"Shorter wait times, more appointment availability, and easier scheduling",,,Other,farmers market
6/21/25 11:43,6/21/25 11:45,IP Address,100,94,True,6/21/25 11:45,R_6FmPjyNCksFkFDc,qr,EN,I agree to take part in this study,97213,18 - 24,Yes,"Flu,COVID",Somewhat agree,Strongly agree,,,"Healthcare Provider's office (off-campus),Pharmacy",,"To protect myself,To protect my friends and family,To stop the spread of disease in my community,It's needed for school, work, or travel",,Urgent Care or Emergency Department,,"Every so often, for general health concerns (e.g., every 2-3 years)","Online sources (e.g. WebMD or other medical sites),Friends and family",,"Scheduling conflicts (e.g., not open, no time off work/school),Long wait times (e.g. before or between visits),Cost or no insurance,No regular healthcare provider,Unsure where to go",,"Clear information on available services and locations,Extended clinic hours,Shorter wait times, more appointment availability, and easier scheduling,Better online resources and communication,Affordable services or health insurance coverage",,n/a,"Friend, family member, or colleague",
6/21/25 12:09,6/21/25 12:11,IP Address,100,141,True,6/21/25 12:11,R_1Ng15uLvI2rT4KC,qr,EN,I agree to take part in this study,97401,25 - 34,No,"Flu,COVID",Strongly agree,Strongly agree,,,Pharmacy,,"To protect myself,To protect my friends and family,To stop the spread of disease in my community",,Healthcare Provider's Office (off-campus),,"Only when the need arises (e.g., for illness or urgent issues)",Other,I am a provider,"Long wait times (e.g. before or between visits),Cost or no insurance,No regular healthcare provider",,Affordable services or health insurance coverage,,,Community organization or group,
6/21/25 12:09,6/21/25 12:13,IP Address,100,228,True,6/21/25 12:13,R_1qDlP6MFOTP3HZy,qr,EN,I agree to take part in this study,97401,25 - 34,No,"Flu,COVID",Strongly agree,Somewhat agree,,,Healthcare Provider's office (off-campus),,"To protect myself,To protect my friends and family,To stop the spread of disease in my community,It's needed for school, work, or travel,My healthcare provider suggested it",,Healthcare Provider's Office (off-campus),,"Every so often, for general health concerns (e.g., every 2-3 years)","Pharmacist,Healthcare Provider,Online sources (e.g. WebMD or other medical sites),Other",coworkers and friends who are providers,"Scheduling conflicts (e.g., not open, no time off work/school)",,"Shorter wait times, more appointment availability, and easier scheduling,Better online resources and communication",,,Community organization or group,
6/21/25 23:07,6/21/25 23:10,IP Address,100,209,True,6/21/25 23:10,R_7NzdwVC0DmtTQCQ,qr,EN,I agree to take part in this study,97403,25 - 34,Yes,"Flu,COVID",Strongly agree,Strongly agree,,,"Healthcare Provider's office (off-campus),Pharmacy,Student health center",,"To protect myself,To protect my friends and family,To stop the spread of disease in my community,It's needed for school, work, or travel,My healthcare provider suggested it",,Healthcare Provider's Office (off-campus),,"Regularly for routine check-ups (e.g., yearly or more)","Pamphlets or brochures,Pharmacist,Healthcare Provider,Online sources (e.g. WebMD or other medical sites),Friends and family",,"Transportation challenges,Scheduling conflicts (e.g., not open, no time off work/school),Long wait times (e.g. before or between visits),Cost or no insurance,No regular healthcare provider,Personal barriers (e.g., can’t go alone, no childcare),Unsure where to go,Other",I had a doctor gaslight me into thinking my Long COVID symptoms were just mental health problems for over a year before finding my current doctor,"Reliable transportation options,Clear information on available services and locations,Extended clinic hours,Shorter wait times, more appointment availability, and easier scheduling,Better online resources and communication,Affordable services or health insurance coverage",,,Paper flier or poster,
6/25/25 8:59,6/25/25 9:09,IP Address,100,600,True,6/25/25 9:09,R_3gMFYEuScJYvY2n,qr,EN,I agree to take part in this study,97405,35 - 44,No,"Flu,COVID",Strongly agree,Somewhat agree,,,"Healthcare Provider's office (off-campus),Pharmacy,Student health center,Community event",,"To protect myself,To protect my friends and family,To stop the spread of disease in my community,It's needed for school, work, or travel,My healthcare provider suggested it",,Healthcare Provider's Office (off-campus),,"Regularly for routine check-ups (e.g., yearly or more)","Pamphlets or brochures,Pharmacist,Healthcare Provider,Online sources (e.g. WebMD or other medical sites)",,"Transportation challenges,Scheduling conflicts (e.g., not open, no time off work/school),Long wait times (e.g. before or between visits),Cost or no insurance,Personal barriers (e.g., can’t go alone, no childcare),Other","Until recently, distance - specialists were 1h away from my home. Daycare 1h the other direction. So I would have to take off work and spend 6 h driving - 1h to daycare, 1h back home, I h home to dr, 1h dr to home, 1h home to daycare, 1h daycare to home….","Extended clinic hours,Shorter wait times, more appointment availability, and easier scheduling,Affordable services or health insurance coverage",,"I get debilitating side effects from covid shot. I still get it, but I am sick with a terrible flu for 36h. Someone needs to be able to take care of my kid and animals. I have no family around here besides my husband and just started a new job. This makes the covid vaccine challenging. I still get it at least 1x yearly but it causes significant disruption and  takes days from my life every time I get it. I won’t get those days back. I have to hope that the benefits - risk reduction and reduced risk of transmission to others - are worth the costs, which are real. ",Paper flier or poster,
7/2/25 14:33,7/2/25 14:37,IP Address,100,275,True,7/2/25 14:38,R_75EC46Nn0iTHMa6,qr,EN,I agree to take part in this study,97405,25 - 34,Yes,None,Strongly disagree,Strongly disagree,Don't think it was necessary,,"Healthcare Provider's office (off-campus),Community event",,"To protect myself,To protect my friends and family,To stop the spread of disease in my community",,Urgent Care or Emergency Department,,"Regularly for routine check-ups (e.g., yearly or more)","Healthcare Provider,Online sources (e.g. WebMD or other medical sites),Social media",,"Scheduling conflicts (e.g., not open, no time off work/school),Long wait times (e.g. before or between visits),Cost or no insurance",,"Shorter wait times, more appointment availability, and easier scheduling,Affordable services or health insurance coverage",,"I’m not anti vax by any means, I just haven’t gotten COVID boosters recently but I am fully vaccinated",Paper flier or poster,
7/7/25 11:48,7/7/25 11:51,IP Address,100,152,True,7/7/25 11:51,R_7jdGIXo3JjuhUCO,qr,EN,I agree to take part in this study,97389,25 - 34,Yes,Flu,Strongly agree,Somewhat agree,"Too busy with work, school, or other responsibilities",,"Healthcare Provider's office (off-campus),Pharmacy,Student health center,Community event",,"To protect myself,To protect my friends and family,To stop the spread of disease in my community,My healthcare provider suggested it",,Student health center,,"Regularly for routine check-ups (e.g., yearly or more)","Pharmacist,Healthcare Provider,Online sources (e.g. WebMD or other medical sites),Social media,Friends and family",,"Scheduling conflicts (e.g., not open, no time off work/school),Cost or no insurance",,"Shorter wait times, more appointment availability, and easier scheduling,Affordable services or health insurance coverage",,No,Paper flier or poster,
7/9/25 20:14,7/9/25 20:17,IP Address,100,189,True,7/9/25 20:17,R_6gOd7JpLmOUGRRy,qr,EN,I agree to take part in this study,97402,55 - 64,No,Flu,Somewhat agree,Somewhat disagree,"Too busy with work, school, or other responsibilities",,Healthcare Provider's office (off-campus),,"To protect myself,To protect my friends and family,To stop the spread of disease in my community",,Healthcare Provider's Office (off-campus),,"Regularly for routine check-ups (e.g., yearly or more)","Healthcare Provider,Online sources (e.g. WebMD or other medical sites),Radio or TV",,"Scheduling conflicts (e.g., not open, no time off work/school),Long wait times (e.g. before or between visits)",,"Extended clinic hours,Shorter wait times, more appointment availability, and easier scheduling",,,Paper flier or poster,
7/12/25 13:13,7/12/25 13:17,IP Address,100,240,True,7/12/25 13:17,R_7dstEqMAtR6mkLx,anonymous,EN,I agree to take part in this study,97828,25 - 34,No,None,Somewhat agree,Somewhat agree,"Too busy with work, school, or other responsibilities",,"Community health center,Community event",,"To protect myself,To protect my friends and family,To stop the spread of disease in my community,It's needed for school, work, or travel",,Community health center,,"Only when the need arises (e.g., for illness or urgent issues)","Pamphlets or brochures,Social media,Friends and family",,"Scheduling conflicts (e.g., not open, no time off work/school),Long wait times (e.g. before or between visits),Cost or no insurance,No regular healthcare provider",,"Clear information on available services and locations,Extended clinic hours,Shorter wait times, more appointment availability, and easier scheduling,Affordable services or health insurance coverage",,,Community organization or group,
7/12/25 13:31,7/12/25 13:34,IP Address,100,170,True,7/12/25 13:34,R_6Cx48uARGV3AwZD,qr,EN,I agree to take part in this study,97405,18 - 24,Yes,None,Neither agree nor disagree,Neither agree nor disagree,"Too busy with work, school, or other responsibilities",,"Healthcare Provider's office (off-campus),Pharmacy",,"To protect myself,To protect my friends and family,To stop the spread of disease in my community,It's needed for school, work, or travel",,Healthcare Provider's Office (off-campus),,"Regularly for routine check-ups (e.g., yearly or more)","Pharmacist,Healthcare Provider,Friends and family",,"Scheduling conflicts (e.g., not open, no time off work/school),Cost or no insurance",,"Clear information on available services and locations,Better online resources and communication,Affordable services or health insurance coverage",,,Community organization or group,
7/12/25 13:32,7/12/25 13:35,IP Address,100,169,True,7/12/25 13:35,R_3zOdZYBk7G0cV8T,qr,EN,I agree to take part in this study,96134,18 - 24,Yes,Flu,Somewhat agree,Strongly disagree,Don't think it was necessary,,"Healthcare Provider's office (off-campus),Student health center",,"To stop the spread of disease in my community,It's needed for school, work, or travel",,Healthcare Provider's Office (off-campus),,"Regularly for routine check-ups (e.g., yearly or more)",Healthcare Provider,,"Scheduling conflicts (e.g., not open, no time off work/school)",,Affordable services or health insurance coverage,,,Community organization or group,
7/12/25 13:32,7/12/25 13:35,IP Address,100,213,True,7/12/25 13:35,R_7oGffpDZNeIwtIK,qr,EN,I agree to take part in this study,97405,18 - 24,Yes,None,Strongly disagree,Strongly disagree,Don't think it was necessary,,Not Applicable,,Not Applicable,,Other,Hardly ever,"Only when the need arises (e.g., for illness or urgent issues)",Online sources (e.g. WebMD or other medical sites),,Not Applicable,,Not Applicable,,Nothing at the moment,Community organization or group,
7/12/25 13:32,7/12/25 13:35,IP Address,100,213,True,7/12/25 13:35,R_6CkTiqniPGVk3Pr,qr,EN,I agree to take part in this study,97403,18 - 24,Yes,Flu,Somewhat agree,Strongly disagree,Concerns about vaccine safety or side effects,,Healthcare Provider's office (off-campus),,"To protect myself,To protect my friends and family,To stop the spread of disease in my community,It's needed for school, work, or travel,My healthcare provider suggested it",,Student health center,,"Every so often, for general health concerns (e.g., every 2-3 years)","Healthcare Provider,Online sources (e.g. WebMD or other medical sites),Social media",,Not Applicable,,Not Applicable,,,Other,Ford Scholars Conference 
7/12/25 13:32,7/12/25 13:35,IP Address,100,211,True,7/12/25 13:35,R_6e4jP8Bfw2YcW8T,qr,EN,I agree to take part in this study,97305,18 - 24,Yes,Flu,Somewhat agree,Strongly disagree,Don't think it was necessary,,"Pharmacy,Student health center",,"To protect myself,To protect my friends and family,To stop the spread of disease in my community,It's needed for school, work, or travel",,Student health center,,"Only when the need arises (e.g., for illness or urgent issues)","Pamphlets or brochures,Healthcare Provider,Online sources (e.g. WebMD or other medical sites),Friends and family",,"Scheduling conflicts (e.g., not open, no time off work/school),Long wait times (e.g. before or between visits),Cost or no insurance,No regular healthcare provider",,"Clear information on available services and locations,Shorter wait times, more appointment availability, and easier scheduling,Better online resources and communication,Affordable services or health insurance coverage",,,Community organization or group,
7/12/25 13:33,7/12/25 13:37,IP Address,100,250,True,7/12/25 13:37,R_5i9heZrEo2KZEjN,qr,EN,I agree to take part in this study,97330,18 - 24,Yes,Flu,Somewhat agree,Somewhat agree,Other,Forgot,"Healthcare Provider's office (off-campus),Pharmacy,Student health center",,"To protect myself,To protect my friends and family,To stop the spread of disease in my community,It's needed for school, work, or travel,My healthcare provider suggested it",,Student health center,,"Only when the need arises (e.g., for illness or urgent issues)","Healthcare Provider,Friends and family",,"Scheduling conflicts (e.g., not open, no time off work/school),Long wait times (e.g. before or between visits)",,"Shorter wait times, more appointment availability, and easier scheduling",,I tend to forgot because I have ADHD. ,Other,Ford event
7/12/25 13:33,7/12/25 13:41,IP Address,100,507,True,7/12/25 13:41,R_5mjBdyKwXhQmn36,qr,EN,I agree to take part in this study,97002,18 - 24,No,"Flu,COVID",Somewhat agree,Somewhat agree,,,"Healthcare Provider's office (off-campus),Pharmacy",,"To protect myself,To protect my friends and family,To stop the spread of disease in my community,It's needed for school, work, or travel,My healthcare provider suggested it",,Healthcare Provider's Office (off-campus),,"Regularly for routine check-ups (e.g., yearly or more)","Pharmacist,Healthcare Provider",,"Scheduling conflicts (e.g., not open, no time off work/school),Cost or no insurance",,Affordable services or health insurance coverage,,,Community organization or group,
7/12/25 13:47,7/12/25 13:54,IP Address,100,441,True,7/12/25 13:54,R_7qrQVSEuoe89DlP,qr,EN,I agree to take part in this study,97401,18 - 24,Yes,Flu,Strongly agree,Neither agree nor disagree,"Too busy with work, school, or other responsibilities,Don't think it was necessary",,"Student health center,Community event",,"To protect myself,To protect my friends and family,To stop the spread of disease in my community,It's needed for school, work, or travel,My healthcare provider suggested it",,Student health center,,"Every so often, for general health concerns (e.g., every 2-3 years)","Healthcare Provider,Online sources (e.g. WebMD or other medical sites)",,"Scheduling conflicts (e.g., not open, no time off work/school),Long wait times (e.g. before or between visits),Cost or no insurance,No regular healthcare provider",,"Reliable transportation options,Shorter wait times, more appointment availability, and easier scheduling,Affordable services or health insurance coverage",,,Other,Ford conference!
7/12/25 13:32,7/12/25 13:59,IP Address,100,1617,True,7/12/25 13:59,R_6ASD6kEWiElnZsC,qr,EN,I agree to take part in this study,97477,18 - 24,No,None,Somewhat disagree,Strongly disagree,"Medical or health-related concerns,Concerns about vaccine safety or side effects,Don't think it was necessary",,Community health center,,"To protect myself,To protect my friends and family,To stop the spread of disease in my community",,Healthcare Provider's Office (off-campus),,"Regularly for routine check-ups (e.g., yearly or more)","Healthcare Provider,Friends and family",,"Transportation challenges,Scheduling conflicts (e.g., not open, no time off work/school),Long wait times (e.g. before or between visits),Cost or no insurance,No regular healthcare provider",,Affordable services or health insurance coverage,,,Community organization or group,
7/12/25 13:47,7/12/25 13:59,IP Address,100,744,True,7/12/25 13:59,R_6XgtJLIh28dhsT8,anonymous,EN,I agree to take part in this study,97477,18 - 24,Yes,None,Somewhat agree,Somewhat disagree,"Limited clinic hours or scheduling conflicts,Too busy with work, school, or other responsibilities",,"Pharmacy,Student health center",,"To protect myself,To protect my friends and family,To stop the spread of disease in my community,It's needed for school, work, or travel,My healthcare provider suggested it",,Healthcare Provider's Office (off-campus),,"Only when the need arises (e.g., for illness or urgent issues)","Healthcare Provider,Online sources (e.g. WebMD or other medical sites),Friends and family",,"Scheduling conflicts (e.g., not open, no time off work/school),Long wait times (e.g. before or between visits),Cost or no insurance",,"Extended clinic hours,Shorter wait times, more appointment availability, and easier scheduling,Affordable services or health insurance coverage",,,"Community organization or group,School club or student organization,Other",Ford foundation
7/16/25 16:58,7/16/25 17:02,IP Address,100,273,True,7/16/25 17:02,R_7Rao8r9hYGv8sVT,anonymous,EN,I agree to take part in this study,97419,25 - 34,No,None,Somewhat disagree,Somewhat disagree,"Too busy with work, school, or other responsibilities",,Healthcare Provider's office (off-campus),,To protect my friends and family,,Healthcare Provider's Office (off-campus),,"Regularly for routine check-ups (e.g., yearly or more)",Healthcare Provider,,Not Applicable,,Other,"For vaccines, it would be great if my employer provided opportunities for us to get them. I'm just lazy and it was nice to have the free clinics set up that were offered through a previous employer.",,Other,Megan McCoy is a Ford Scholar and posted this opportunity in the My Ford Family platform. Well done!
7/12/25 13:32,7/12/25 13:32,IP Address,53,48,False,7/19/25 13:32,R_1XdbVluHgFQie1b,qr,EN,I agree to take part in this study,97071,18 - 24,Yes,None,Somewhat disagree,Somewhat disagree,Other,Scared of needles ,,,,,,,,,,,,,,,,
7/12/25 13:32,7/12/25 13:32,IP Address,53,44,False,7/19/25 13:33,R_6NmrxB5390D9JcY,qr,EN,I agree to take part in this study,97317,18 - 24,Yes,None,Strongly disagree,Strongly disagree,"Too busy with work, school, or other responsibilities,Don't think it was necessary",,,,,,,,,,,,,,,,,
7/12/25 13:32,7/12/25 13:33,IP Address,47,40,False,7/19/25 13:33,R_3QXLbtlhWQ2Sdwd,qr,EN,I agree to take part in this study,97401,18 - 24,Yes,None,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,,,,,,,,,,,
7/23/25 9:44,7/23/25 9:47,IP Address,100,195,True,7/23/25 9:47,R_7xSg6lqOj6iocIZ,qr,EN,I agree to take part in this study,97741,25 - 34,No,None,Strongly disagree,Strongly disagree,Don't think it was necessary,,Pharmacy,,"To protect myself,To protect my friends and family,To stop the spread of disease in my community",,Healthcare Provider's Office (off-campus),,"Every so often, for general health concerns (e.g., every 2-3 years)","Healthcare Provider,Social media",,"Scheduling conflicts (e.g., not open, no time off work/school),Long wait times (e.g. before or between visits),Cost or no insurance,Personal barriers (e.g., can’t go alone, no childcare)",,"Clear information on available services and locations,Extended clinic hours,Shorter wait times, more appointment availability, and easier scheduling",,,Other,Through the Ford Family Foundation website!